threads,time
10,0
20,0
30,0
40,1
50,2
60,3
70,5
80,8
90,11
100,15
200,137
300,410
400,977
500,1907
600,3328
700,5645
800,8328
900,13201
1000,20059
1500,87118
2000,274504
2500,840446
3000,1497780
10,0
20,0
30,0
40,1
50,2
60,3
70,6
80,8
90,19
100,17
200,216
300,711
400,1748
10,1.000000
10,1.000000
10,1.000000
10,6.000000
5,0.000000
5,1.000000
5,1.000000
2,0.000000
2,0.000000
2,0.000000
2,0.000000
2,1036.000000
2,242.000000
2,210.000000
